NOM_USUEL;LAT;LON;ALTI;AAAAMMJJHH;P;U;PHI;T0C;RHUM;SOLAR RAD
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071500;0.0;5.4;50;28.8;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071501;0.6;6.4;70;27.9;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071502;0.0;4.5;60;28.2;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071503;0.0;5.8;60;28.1;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071504;0.0;2.1;40;27.1;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071505;0.0;3.1;40;27.9;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071506;0.0;4.6;50;28.1;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071507;3.4;2.4;30;26.9;92;25
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071508;2.0;2.2;20;27.7;92;118
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071509;0.0;2.5;20;29.1;86;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071510;0.0;3.7;80;29.7;80;273
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071511;3.2;2.5;70;28.3;89;339
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071512;0.2;2.8;30;28.8;82;317
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071513;12.7;4.3;260;25.3;90;315
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071514;1.0;3.2;40;25.9;94;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071515;0.0;0.8;10;28.9;89;250
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071516;0.0;1.4;30;29.6;77;194
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071517;0.0;2.1;50;30.0;77;93
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071518;0.0;2.9;20;28.3;84;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071519;0.0;5.1;50;27.3;87;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071520;0.0;3.3;70;27.7;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071521;0.0;3.6;60;27.8;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071522;1.0;7.3;80;28.0;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071523;0.0;6.4;90;28.9;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071600;0.0;5.1;120;28.1;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071601;0.0;2.8;50;26.7;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071602;0.0;1.4;280;26.3;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071603;0.0;3.0;120;28.6;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071604;0.0;5.4;100;28.7;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071605;0.0;5.6;90;28.8;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071606;0.0;5.3;80;28.3;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071607;0.2;7.6;90;29.5;77;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071608;0.0;5.5;100;29.9;73;96
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071609;0.0;5.4;100;30.2;74;181
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071610;0.0;5.8;90;30.3;72;239
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071611;0.0;5.0;100;30.5;70;311
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071612;0.0;5.5;90;30.7;71;305
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071613;0.0;6.8;90;30.5;74;349
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071614;0.0;6.4;140;28.8;76;235
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071615;0.6;4.7;100;29.4;81;203
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071616;0.0;6.5;100;28.9;77;196
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071617;1.2;3.3;100;28.0;86;99
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071618;0.0;6.9;90;28.4;83;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071619;0.0;7.2;90;28.8;82;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071620;0.0;7.2;80;28.7;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071621;0.2;6.6;80;28.7;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071622;0.0;2.9;130;28.9;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071623;1.2;8.5;90;28.3;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071700;1.0;4.9;100;28.6;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071701;0.0;3.7;110;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071702;0.2;4.4;140;28.0;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071703;0.0;7.7;80;28.8;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071704;0.0;6.7;90;28.8;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071705;0.0;6.6;80;28.7;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071706;0.2;7.0;80;28.5;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071707;0.0;3.6;100;28.9;79;5
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071708;0.0;5.7;80;30.2;75;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071709;0.0;5.8;80;31.1;73;64
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071710;0.0;4.4;30;29.5;74;168
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071711;0.0;4.1;90;30.5;72;166
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071712;0.0;4.2;80;31.2;72;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071713;0.0;5.1;80;30.7;72;14
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071714;0.0;3.5;80;30.9;75;52
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071715;0.0;4.0;70;30.6;74;103
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071716;0.0;3.8;60;31.0;71;42
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071717;0.0;3.1;50;30.6;74;35
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071718;0.0;3.5;50;29.3;81;12
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071719;0.0;3.4;70;28.5;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071720;0.0;5.7;70;28.7;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071721;0.0;5.4;70;28.9;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071722;0.0;5.1;60;28.8;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071723;0.0;5.0;60;28.6;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071800;0.0;6.2;60;28.8;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071801;1.8;3.0;50;26.7;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071802;0.0;1.5;360;26.6;93;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071803;0.0;3.3;60;27.2;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071804;0.0;3.8;70;27.7;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071805;0.0;4.9;60;27.6;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071806;0.0;5.6;50;28.1;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071807;0.0;6.0;70;27.7;82;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071808;0.2;3.5;50;28.2;83;12
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071809;0.0;4.4;80;29.4;79;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071810;0.0;3.8;70;31.4;78;64
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071811;6.8;1.4;260;27.8;87;123
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071812;0.0;1.5;100;30.8;74;145
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071813;0.0;4.6;60;31.8;72;195
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071814;0.0;4.9;70;31.0;75;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071815;0.0;4.4;80;30.9;74;286
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071816;0.0;5.2;60;30.7;76;112
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071817;0.0;5.7;80;29.5;77;46
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071818;0.0;7.7;60;28.6;78;33
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071819;0.0;6.3;90;28.7;81;3
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071820;0.0;3.1;110;28.7;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071821;0.2;2.0;180;27.2;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071822;0.0;4.8;160;27.4;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071823;2.8;1.4;190;26.7;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071900;4.2;6.8;100;25.9;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071901;7.8;0.9;280;24.8;93;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071902;0.2;4.0;80;27.3;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071903;0.0;6.2;90;28.9;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071904;0.0;5.4;70;27.5;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071905;0.0;6.5;80;28.4;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071906;0.0;3.6;100;28.4;82;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071907;0.0;7.4;90;29.2;80;28
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071908;0.0;8.6;80;30.1;77;120
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071909;0.0;7.1;80;30.4;76;160
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071910;0.2;7.1;90;29.4;77;229
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071911;1.2;2.9;110;29.7;77;305
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071912;0.0;5.2;100;30.0;76;342
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071913;0.4;4.5;130;29.2;76;338
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071914;0.0;3.3;100;29.7;75;336
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071915;0.0;6.3;90;30.5;72;243
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071916;0.4;6.8;50;30.5;78;183
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071917;2.2;3.7;30;26.1;92;105
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071918;0.8;1.6;90;26.8;91;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071919;0.0;2.5;40;27.1;93;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071920;0.0;4.9;50;27.8;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071921;0.0;7.1;60;28.7;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071922;0.6;7.2;70;28.2;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024071923;0.0;7.6;60;29.0;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072000;0.0;9.2;60;29.0;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072001;0.0;8.3;60;28.8;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072002;0.0;6.7;60;28.3;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072003;0.6;8.3;60;27.9;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072004;0.0;10.4;70;28.7;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072005;0.0;10.0;70;28.8;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072006;0.0;9.8;70;28.8;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072007;0.0;9.1;70;29.4;80;25
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072008;0.0;9.2;60;30.1;76;93
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072009;0.0;9.0;60;30.8;73;187
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072010;0.0;9.0;70;31.7;71;246
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072011;0.0;9.8;70;31.9;69;307
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072012;0.0;9.4;50;31.8;71;348
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072013;0.0;9.9;50;31.3;70;340
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072014;0.0;7.5;70;32.1;70;309
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072015;0.0;7.8;60;32.1;68;218
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072016;0.0;6.8;50;31.3;70;137
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072017;0.0;6.5;50;30.1;74;99
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072018;0.0;7.3;40;29.7;77;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072019;0.0;7.6;40;29.5;78;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072020;0.0;8.8;40;29.4;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072021;0.0;9.4;40;29.4;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072022;0.0;9.1;50;29.5;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072023;0.0;9.9;40;29.4;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072100;0.0;10.4;40;29.1;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072101;0.0;8.8;50;29.0;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072102;0.0;8.6;50;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072103;0.0;9.0;50;28.8;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072104;0.0;9.0;40;28.8;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072105;0.0;8.1;50;28.7;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072106;0.0;9.7;40;28.8;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072107;0.0;8.9;40;29.4;74;7
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072108;0.0;9.2;60;30.4;72;16
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072109;0.0;9.0;50;30.9;71;45
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072110;0.0;9.9;60;31.1;68;54
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072111;0.0;9.3;60;31.8;66;36
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072112;0.0;7.9;70;32.0;69;28
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072113;0.0;8.5;60;31.9;66;83
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072114;0.0;8.4;60;31.9;69;146
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072115;0.0;8.8;60;31.7;67;167
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072116;0.0;7.3;50;31.5;70;142
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072117;0.2;5.1;70;29.1;79;57
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072118;0.0;8.0;60;29.2;75;19
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072119;0.0;7.7;60;29.1;79;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072120;0.0;8.2;60;29.1;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072121;0.0;7.1;60;28.8;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072122;0.0;8.2;80;28.4;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072123;1.0;5.2;80;27.3;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072200;0.0;8.6;70;28.4;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072201;0.0;8.6;80;28.7;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072202;0.0;7.7;80;28.6;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072203;0.0;8.7;80;28.1;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072204;2.4;6.4;60;27.2;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072205;0.0;7.2;90;28.6;74;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072206;0.0;7.3;80;28.6;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072207;0.0;6.9;90;29.6;70;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072208;0.0;7.7;80;30.7;70;65
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072209;0.0;8.4;80;30.4;69;197
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072210;0.0;6.7;90;30.3;69;258
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072211;0.0;5.8;90;30.4;66;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072212;0.2;8.1;80;30.8;72;353
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072213;0.0;7.7;90;30.2;72;353
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072214;0.0;7.5;80;31.2;70;330
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072215;0.0;7.4;90;30.4;70;272
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072216;0.0;7.4;90;30.3;69;200
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072217;0.0;7.6;80;30.2;69;86
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072218;0.0;7.7;80;29.3;74;17
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072219;0.0;7.3;70;29.0;75;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072220;0.0;7.9;80;28.9;74;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072221;0.0;8.0;70;29.0;73;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072222;0.0;7.5;80;29.0;73;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072223;0.0;7.2;80;29.0;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072300;0.0;6.3;70;28.6;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072301;0.2;8.6;80;28.8;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072302;0.0;7.6;70;28.6;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072303;0.0;8.4;80;28.8;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072304;0.0;7.2;70;28.6;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072305;0.0;8.1;70;28.6;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072306;0.2;8.3;60;28.5;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072307;0.2;9.2;60;29.8;75;17
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072308;0.0;9.1;80;30.3;73;87
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072309;0.0;8.6;80;30.7;69;187
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072310;0.0;8.4;80;31.5;72;226
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072311;0.0;9.4;80;31.9;68;274
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072312;1.0;9.1;90;27.9;83;342
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072313;0.0;6.3;90;29.6;74;335
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072314;0.0;6.0;100;29.8;75;298
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072315;0.0;7.2;90;29.3;79;261
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072316;0.0;7.1;90;29.4;74;202
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072317;0.0;7.3;90;29.7;75;68
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072318;0.0;7.0;100;29.3;76;21
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072319;0.0;8.3;80;29.2;77;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072320;0.0;7.5;80;29.0;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072321;4.7;7.2;70;26.8;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072322;0.0;9.0;80;28.8;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072323;0.0;8.4;60;28.0;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072400;0.0;7.7;90;28.9;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072401;2.4;5.3;110;27.6;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072402;0.0;9.1;90;29.0;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072403;0.0;9.2;80;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072404;1.2;7.7;90;28.6;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072405;0.0;6.3;90;29.1;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072406;0.6;3.5;100;27.5;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072407;0.0;7.9;90;29.3;79;25
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072408;0.0;8.9;70;30.9;74;118
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072409;0.0;8.1;80;30.9;73;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072410;0.0;7.7;80;30.4;76;273
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072411;0.0;8.1;80;31.5;72;339
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072412;0.0;8.6;70;32.0;69;317
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072413;0.0;8.8;70;32.1;70;315
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072414;0.0;8.3;70;31.9;70;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072415;0.0;8.1;60;31.9;65;250
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072416;0.0;8.5;60;31.3;67;194
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072417;0.0;8.0;60;30.6;70;93
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072418;0.0;8.0;50;29.5;74;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072419;0.0;8.4;50;29.3;77;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072420;0.0;10.0;40;29.4;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072421;0.4;6.5;30;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072422;0.6;10.3;40;29.1;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072423;0.2;10.6;60;29.2;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072500;0.0;10.6;70;29.0;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072501;0.0;10.3;60;29.0;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072502;0.0;11.0;60;28.9;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072503;0.0;9.0;60;28.7;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072504;0.0;8.8;60;28.9;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072505;0.0;9.7;60;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072506;0.0;9.9;60;28.8;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072507;0.0;8.0;70;29.5;78;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072508;0.0;8.9;60;30.7;74;96
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072509;0.0;8.9;70;31.4;74;181
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072510;0.0;8.6;70;32.2;70;239
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072511;0.0;7.7;70;31.8;72;311
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072512;0.0;8.5;70;31.8;76;305
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072513;0.0;10.6;70;30.9;75;349
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072514;0.0;9.2;70;31.6;74;235
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072515;0.0;9.6;70;31.7;72;203
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072516;0.0;9.0;70;31.1;74;196
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072517;0.0;8.6;70;30.5;76;99
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072518;0.0;9.7;70;29.8;78;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072519;0.0;9.0;70;29.5;79;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072520;0.0;8.8;70;29.5;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072521;0.0;8.6;60;29.3;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072522;0.0;7.8;70;29.3;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072523;0.0;8.4;70;29.3;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072600;0.0;7.4;60;29.2;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072601;0.0;7.6;70;29.0;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072602;0.0;7.5;60;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072603;0.0;8.0;60;28.9;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072604;1.6;9.0;60;28.1;89;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072605;0.2;6.8;60;28.3;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072606;1.0;8.3;80;28.1;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072607;0.2;9.0;70;28.6;87;5
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072608;1.0;9.0;60;29.7;79;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072609;0.0;9.5;60;30.7;77;64
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072610;0.2;11.0;50;28.6;82;168
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072611;0.0;9.6;70;31.1;78;166
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072612;1.4;9.2;70;27.2;90;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072613;0.4;10.1;50;27.9;83;14
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072614;0.0;5.9;60;31.6;77;52
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072615;0.0;6.8;80;30.9;76;103
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072616;0.0;7.6;70;30.9;74;42
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072617;0.0;7.6;70;30.0;78;35
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072618;0.0;7.7;70;29.4;80;12
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072619;0.0;7.9;60;29.0;79;0
